stars;title;txt
3.0;Huisvrouwen Bestaan Niet;Vermakelijke en chaotische blik op twee vrouwen in hun zoektocht naar de ideale huisvrouw.
4.0;The Woman Who Left;Zonder ook maar één close-up laat Lav Diaz je heel dichtbij, maar toch op gepaste afstand van zijn hoofdpersonage komen.
2.0;Wonder Wheel;Zielloos niemendalletje van Woody Allen. Hij maakt het heel bont door je een hekel te laten krijgen aan Kate Winslet.
3.0;Wonders of the Sea;Betoverende 3D-onderwaterbeelden en een clichématige regievisie. Cousteau is een betere duiker dan regisseur.
2.5;Ferdinand;Doorsnee animatiefilm rondom de pacifistische stier Ferdinand, die liever bloemen besnuffelt dan vijanden maakt.
4.0;On Body and Soul;Onconventioneel liefdesdrama speelt zich af in een slachthuis en leidt tot een bijzondere kijkervaring.
3.0;The Party;Een gemoedelijk feestje loopt uit op het openen van meerdere beerputten. Zeven fijne acteurs met vlotte dialogen.
2.0;Breathe;Het regiedebuut van Andy Serkis vertelt het waargebeurde verhaal van de verlamde doorzetter Robin Cavendish die vocht tegen polio.
2.0;Instant Dreams;Documentaire over fascinatie en liefde voor Polaroid overtuigt niet.
4.0;Star Wars: The Last Jedi;Het middendeel van een trilogie heeft vaak een oneerbare rol, maar dat valt bij The Last Jedi wel mee. Alles wat je mag verwachten van een Star Wars-film.
4.0;Thelma;Joachim Trier maakt een genrefilm maar blijft redelijk op vertrouwd terrein.
2.0;Wonderstruck;De tweede verfilming van Brian Selznicks schrijfwerk laat iets te goed zien wat zijn stokpaardjes zijn.
3.5;Final Portrait;Wie zich door de Zwitserse meesterschilder Giacometti wil laten vereeuwigen, kan maar beter over een engelengeduld beschikken.
4.5;Visages Villages;"Fijne nieuwe film van de legendarische Agnès Varda over de kracht van het beeld; Simpel en charmant."
4.0;Paddington ;Ook deze tweede verfilming van de befaamde kinderboekenreeks is een schot in de roos. Vol Britse charme, humor en spanning.
