stars;title;txt
2.5;Before the Devil Knows You're Dead;Het is een hele prestatie om op 83-jarige leeftijd een film te regisseren, maar het blijkt geen garantie voor een geraffineerde productie.
1.5;The Eye;Heeft een sterke start, maar een teleurstellende ontknoping.
4.0;Import/Export;Extreme maar terechte mokerslag van enfant terrible Ulrich Seidl.
4.0;Empties;Scherp geschreven en mooi in beeld gebracht, met een sterke hoofdrolspeler en -speelster, personages die uit het leven gegrepen zijn en een wonderbaarlijk slot.
2.0;The Bucket List;Panoramabeelden en oudemannensentiment.
2.0;Reservation Road;De film bevat teveel clichés om origineel genoemd te kunnen worden en het potentieel aangrijpende verhaal weet alleen sporadisch te boeien.
3.5;Lars and the Real Girl;Een film waarin een meisje van plastic toch best echt blijkt te kunnen zijn.
4.0;Margot at the Wedding;Nicole Kidman is als Margot monsterlijk en fascinerend.
1.0;Untraceable;Vrouw- en homo-onvriendelijke standaardthriller met een tenenkrommend domme kritische noot.
1.5;Giorni e Nuvole;Opzichtig.
3.5;The Spiderwick Chronicles;Goed gemaakt pretentieloos familie-entertainment.
1.5;10.000 B.C.;Epische sandalenfilm die we de afgelopen jaren overtuigender, spannender en vooral veel geloofwaardiger hebben gezien.
3.5;Alexandra;Zoekt ongewild het midden tussen het conceptuele denken en het cinematografische doen.
5.0;I'm Not There;Licht abstract meesterwerk, vol emotie, humor, ritme en vooral fantastische poëzie waar ook zonder voorkennis ontzettend van genoten kan worden.
2.5;7 Dresses;Niets meer en niets minder dan een aardig genreproduct.
