stars;title;txt
3.5;Around the Bend;Around the Bend is een prettig lome roadmov
3.5;Viva Laldjérie;Een tamelijk opgewekte film, die met een beetje humor en reflexieve personages de kijker niet al te depressief de zaal uit laten lopen, ondanks het wat ontspoorde einde.
4.0;Star Wars: Episode III - Revenge of the Sit;De cirkel is rond.
4.0;Le Conseguenze dell'amore;Strak gestileerde Italiaanse film.
3.5;The Assassination of Richard Nixon;Sean Penn graaft weer eens diep in de persoonlijkheid van zijn personage en levert zijn zoveelste glansrol af zonder dat het vervelend wordt.
1.0;What the Bleep Do We Know!;Schaamteloze New Age propaganda uit de Verenigde Staten
3.5;Kingdom of Heaven;Een film die het kijken waard is, al was het alleen al om de imponerende beelden, schitterende sets en prachtige muziek.
2.0;The Pacifier;Het script volgt zo fantasieloos de gebaande paden dat ook Vin Diesel er geen eigen draai aan kan geven.
1.0;XXx 2: The Next Level;XXx 2: The Next Level is een wanproduct.
3.5;Code 46;De veelzijdige Michael Winterbottom blijft maar verrassen.
2.5;After the Sunset;"In After the Sunset lijkt 007-vertolker Pierce Brosnan opgeluchter te kunnen spelen; alsof hij eindelijk wat bewegingsvrijheid heeft gekregen."
4.5;The Station Agent;Hoewel misschien iets te kort, is The Station Agent subtiel, aandoenlijk en buitengewoon grappig.
3.0;The Interpreter;Regisseur Sydney Pollack kreeg voor elkaar wat zelfs Alfred Hitchcock niet lukte, maar of het dat waard w
2.5;Dear Frankie;Dear Frankie is een zoet melodrama waarin alles wordt gedaan om de kijker mild te stemmen.
2.0;White Noise;Een gemiste kans.
