stars;title;txt
3.5;"I Now Pronounce You Chuck &amp; Larry";En oppervlakkig Frans liefdesdrama dat alleen de eerste helft weet te boeien.
2.5;Ensemble C'est Tout;Een oppervlakkig Frans liefdesdrama dat alleen de eerste helft weet te boeien.
4.0;Mon Fils à Moi;Een effectief, angstaanjagend drama dat meer dan eens een flinke mokerslag uitdeelt.
2.0;White Noise ;Abe krijgt na een bijna-doodervaring de gave om te zien welke mensen zeer binnenkort zullen sterven.
4.0;Les Temoins;Episodisch relaas van het onbezorgde leventje van een homoseksuele jongen die midden jaren tachtig aids krijgt en in rap tempo aftakelt.
3.5;Fur: An Imaginary Portrait Of Diane Arbus;Een film met een hart dus, die best nog wel eens een paar dagen door je hoofd kan spoken (al is het maar vanwege de scheerscène).
2.0;"Solo &amp; À Mains Nues";Twee stilistisch gefilmde registraties van moderne dans van elk een half uur, in zwart-wit.
2.5;Transformers;Niet te volgen actie, helemaal volgens Michael Bay recept.
1.5;Drama/Mex;Roeierig Mexicaans drama waarin drie verhaallijntjes samenkomen.
3.5;Die Hard 4.0;Dé fantasy van elke nerd, euh, actiefanaat.
3.0;Shrek The Third;In de derde van de filmreeks barst het weer van de postmodernistische verwijzingen, maar gaat dat niet vervelen
3.0;Irina Palm;Sympathiek, maar overstijgt het conventionele drama niet.
4.0;Venus;De legendarische Peter OToole geeft op schitterende wijze leiding aan een uitstekende cast.
3.5;Ocean's Thirteen;Weer ouderwets vermakelijk en spat het plezier van het scherm af.
4.0;Death Proof;Het is niet zijn beste film, maar wel een leuke rit met zowel zijn beste als slechtste dialogen sinds Pulp FIction.
