stars;title;txt
2.5;Black Sheep;Splatterkomedie uit Nieuw Zeeland. Denk Braindead maar dan met zombie-schaapjes. Leuk voor even, maar de lol gaat er al snel van af.
3.5;The Backwoods;Een zeer aardige ode aan jaren 70 thrillers die daarbij helaas wel iets teveel bezig is met imitatie van klassiekers.
4.0;Crank;Een ludieke, 85 minuten voortdenderende adrenalinerush.
4.0;Dragon Tiger Gate;Een fantastische achtbaanrit van martial arts, gechoreografeerd door Donnie Yen, waarin het verhaal ondergeschikt is aan de geweldige actie.
3.5;Angel-A;Parijs zag er niet eerder zo strak, zo tijdloos en zo verlaten uit.
4.5;The Bothersome Man;De film is surrealistisch zonder pretentieus of onnodig ingewikkeld te zijn, grappig zonder cynisch.
4.0;The Host;Maar het is vooral het eigenzinnige commentaar op de Koreaanse samenleving dat The Host naar een hoger plan tilt.
3.0;Sunshine;Achter alle zonneschijn is dit een behoorlijk rommelige film.
3.0;Ellen ten Damme - As I Was Wondering Where This Mixed-up Little Life of Mine Was Leading To;Op openhartige wijze geeft de documentaire inzicht in dat bijzonder veeleisende jaar, maar maakt het kijken soms wel erg ongemakkelijk.
2.0;Teenage Mutant Ninja Turtles;De nostalgie naar heerlijk foute Turtletijden is totaal geen eer aangedaan.
4.0;I Don't Want to Sleep Alone;Alles draait om vrijheid van leven, vrijheid van dromen, vrijheid van bewegen en vrijheid van seks.
3.5;Jade Warrior;Verre van perfect, maar wel erg vermakelijk.
4.5;Firefly;En juweeltje van een filmdebuut waarvan een origineel en creatief verhaal het belangrijkste wapenfeit is.
3.5;Pan's Labyrint;Kreeg Oscars voor beste cinematografie, art direction en make-up. En terecht!
2.0;Wild Hogs;Klinkt geinig, maar wacht... Tim Allen speelt één van de hoofdrollen...
