stars;title;txt
3.5;Elser;Het verhaal achter één van de veertien bekende mislukte aanslagen op Adolf Hitler.
4.5;Black;Aangrijpend en rauw liefdesverhaal in Brusselse achterstandswijken.
3.0;El Botón de Nácar;Een filosofische, maar enigszins ongrijpbare documentaire over de liefde voor Chili, de band tussen de inheemse volkeren en de zee en het verliezen van hun identiteit.
2.5;Daddys Home;Knuddige en voorspelbare familiefilm over een testosteronbotsing tussen Will Ferrell en Mark Wahlberg die hun vaderschap uitvechten.
2.5;Sketches of Siberia;In potentie interessante documentaire spiegelt heden en verleden van Siberië aan elkaar.
1.5;Criminal Activities;Het regiedebuut van acteur Jackie Earle Haley is een onrustige rommelboel die wanhopig probeert cool te zijn.
2.5;Capture the Flag;Matige en inspiratieloze animatiefilm van Spaanse bodem over een groep kids die een energiereus proberen af te troeven in een race naar de maan.
4.0;The Hateful Eight;Tarantino is weer in vorm met een western die je het beste op 70mm in EYE kunt gaan zien.
3.0;Joy;Jennifer Lawrence overstijgt als getormenteerde huisvrouw het soapy drama dat de biopic Joy vormt. Luchtig werkje van David O. Russell.
2.5;Point Break;Deze remake van de actiehit uit 1991 ziet er weliswaar spectaculair uit, maar meer is niet automatisch beter.
4.0;Out of Nature;Ole Giæver geeft met Out of Nature een verbazingwekkend grappig kijkje in een Scandinavische midlifecrisis.
3.0;Jheronimus Bosch  Touched By the Devil;Vijfhonderd jaar geleden stierf de grote Jeroen Bosch. Het Noordbrabants Museum probeert de amper vijfentwintig werken die bewaard zijn gebleven in één ruimte te krijgen.
4.0;A Strange Love Affair With Ego;Wat bepaalt en beïnvloedt onze eigenwaarde? De Schotse Ester Gould onderzoekt deze vraag aan de hand van haar eigen emoties omtrent haar overleden zus.
3.5;The Wakhan Front;The Wakhan Front is een realistische film met bizarre trekjes, die laat zien hoe vreselijk oorlogen juist in hun ongrijpbaarheid eigenlijk zijn.
4.5;Star Wars: The Force Awakens [recensie 2];Bij wijze van experiment en omdat we helemaal Star Wars-gek zijn, hebben we een tweede recensent een oordeel laten vellen.
