stars;title;txt
2.5;Das Wochenende;Een oude vriendengroep ziet elkaar weer wanneer een van hen uit de gevangenis wordt ontslagen. Spanningen uit het verleden komen weer boven drijven.
1.5;Pieter Post: De Film;De eerste speelfilm van de befaamde postbode gooit het over een compleet nieuwe boeg. Pieter doet mee aan een talentenjacht en moet het opnemen tegen robotcollegas.
2.0;Heksen Bestaan Niet;Veel debuterende BN'ers in deze iets te kinderlijke heksenfilm.
4.5;The Rover;Een keihard dystopisch drama dat zich afspeelt in de Australische outback. Robert Pattinson rekent definitief af met zijn Twilight-imago.
3.5;Joe;Nicolas Cage op de McConaughey-toer in David Gordon Greens broeierige Texaanse drama.
2.0;City of Violence;Grimmige Zuid-Afrikaanse politiethriller met Orlando Bloom en Forest Whitaker raakt verstrikt in clichés.
3.0;Die Frau des Polizisten;Dit Duitse gezinsepos wordt met veel kunstzinnige toeters en bellen gepresenteerd, waardoor de boodschap een beetje ondergesneeuwd raakt.
3.5;Borders;Documentaire waarin de keiharde tocht van vluchtelingen inzichtelijk wordt gemaakt.
2.0;The Philosophers;Wat een creatief filosofielesje had moeten worden, is toch vooral een warrige exercitie waar je maar moeilijk in komt, ook al is het bij vlagen nog best spannend.
2.0;Stuk!;Deze zeer matige dramatische thriller over pesten barst van de thematiek, maar weet nou juist de essentie niet te vangen.
4.0; Jump Street;Méér van hetzelfde, maar dat is voor de verandering helemaal niet erg.
2.0;Devil's Knot;De complexe zaak van de West Memphis Three kwam uitvoerig aan bod in de weergaloze documentairetrilogie Paradise Lost. Deze gedramatiseerde versie is mosterd na de maaltijd.
2.0;Grace of Monaco;Visueel schitterende film zonder enige diepgang of lijn over het leven van prinses Grace van Monaco.
3.0;Night Moves;Sfeervolle thriller over milieuactivisme mist overtuigingskracht.
3.0;In the Name Of;De thematiek in dit Poolse drama komt niet helemaal lekker uit de verf.
