stars;title;txt
4.0;Habana Blues;Voor de verandering eens geen aanklacht tegen alles wat slecht is aan Cuba, maar een viering van wat er wel goed is en een portret van mensen die daartussen een positieve balans proberen te zoeken, of er proberen weg te komen.
4.0;Takeshis';Geen meesterwerk geworden, maar wel zeer vermakelijk en in ieder geval onnavolgbaar.
5.0;Caché;Een goede film van Michael Haneke zuigt zich vast in je herinnering. Een slechte waarschijnlijk ook, maar dan moet de Oostenrijkse meester er eerst eentje maken. Dat is hem met Caché weer niet gelukt.
4.0;Walk the Line;Degelijke film over de vroege jaren van Johnny Cash, die toch iets beters verdiend had.
4.0;Me and You and Everyone We Know;Met subtiele humor en treffende gevoeligheid heeft July een zeer fijne tragikomedie gemaakt.
4.0;The Descent;Niet geschikt voor mensen met claustrofobie of een zwak har
4.0;Play;Sympathiek, sfeervol gefilmd verhaal van twee mensen in de grote stad, die hun eigen plek nog nooit hebben opgeëist.
3.0;Pyl;Hilarisch portret van de grootste [i]nerd[/i] van Rusland: Aleksey Viktorovych.
4.0;Masters of Horror: Homecoming;Geen horrorfilm, maar een hilarische politieke satire.
4.0;Old Joy;De mooie beelden en spaarzame dialogen reiken slechts een handvat aan om de thema's te laten bezinken.
4.0;Three Times;De soms adembenemend mooie beelden en sfeerbepalende muziek zijn geslaagder dan de halfbakken inzichten over immer veranderende obstakels op het pad der liefde.
3.0;Klimt;Er wordt vooral gekeken naar Klimts kunstenaarsleven, zijn levenslange maar platonische relatie met Emilie Flöge en zijn gepassioneerde obsessie voor Lea de Castro.
3.5;Walking on the Wild Side;Drie jongens in hun late tienerjaren brengen hun dagen door in een saai mijnstadje in het China van de jaren 90.
3.5;Reflections;Een alleraardigste, zeer rustige film.
4.5;Princess Raccoon;Uiterst inventieve en soms zeer hilarische film.
