stars;title;txt
2.5;Yeralti;Ongemakkelijk vervreemdend.
4.0;Gloria;Mooi oprecht drama over een eenzame vrouw die haar leven richting probeert te geven.
3.5;Riddick;Vin Diesel gaat back to basic in deze ouderwetse maar tegelijkertijd frisse update in de Riddick franchise.
3.0;The Conjuring;Er staat iets achter je! Met The Conjuring levert James Wan een ouderwetse spookhuisfilm af. Maar is hij net zo goed als voorganger Insidiou
2.5;Jobs;Iedereen die Steve Jobs op handen draagt, krijgt waar voor zijn geld, maar degenen met een kritischere blik kunnen beter thuisblijven.
3.5;Eat Sleep Die;Winnaar van de publieksprijs op het filmfestival van Venetië doet denken aan het werk van de gebroeders Dardenne.
4.5;Gerhard Richter Painting;Een portret van Gerard Richter passend bij zijn schilderkunst.
2.5;Meisje met Negen Pruiken;Boekverfilming over jonge vrouw die met kanker moet zien om te gaan.
3.5;Stories We Tell;Over de doden niets dan goeds, in deze boeiende, maar wat eenzijdige documentaire van Sarah Polley.
3.0;We're the Millers;Kluchtige komedie waarin een dealer drie vreemden weet te strikken om zijn gezin te spelen, zodat hij onopvallend drugs vanuit Mexico kan smokkelen.
4.0;Borgman;De achtste Van Warmerdam is een beklemmende, ongrijpbare studie naar het kwaad in al zijn vormen. Een minutieus gecomponeerde thriller met onvervalste horrorelementen.
3.5;This Is the End;Met name de eerste helft van deze komische kritiek op Hollywood heeft een aantal hilarische momenten.
2.0;Game;Deze rommelige Britse thriller tart de vele talenten van Susan Visser. De opzet is toneelmatig en theatraal.
1.5;One Direction: This Is Us;Hoe het er écht aan toegaat in de vijf levens van de leden van One Direction zullen we wel nooit te weten te komen. De fans zullen er echter ongetwijfeld geen genoeg van kunnen krijgen.
3.5;Kick-Ass ;Dit vervolg is haast net zo vermakelijk als de voorganger, maar de humor puberaler. Er is vooral een betere balans tussen de verhaallijnen van Hit-Girl en Kick-Ass.
