stars;title;txt
2.0;Killers;Matige romantische komedie kroont Katherine Heigl wel definitief tot de nieuwe koningin van de romkom.
3.0;Viola di Mare;Keurig uitgebalanceerd liefdesdrama over twee vrouwen, dat soms net iets te conflictloos aanvoelt.
3.0;Three Miles North of Molkom;Grappige documentaire over een alternatief festival in de Zweedse bossen. Vuurlopen, sjamanisme en tantraseks worden liefdevol op de hak genomen.
3.0;Contracorriente;Een echte man kijkt geen soaps maar voetbal, zo leren we in dit subtiele Peruaanse liefdesdrama.
2.0;Dossier K.;In Vlaanderen zeer succesvolle politiethriller probeert Amerikaans aan te doen, maar slaagt daar niet echt in.
3.5;Centurion;Redelijk geslaagde, bloederige achtervolgingsfilm met jammerlijk einde.
2.0;"Sex &amp; The City ";Door de plotarme opzet voelt Sex and the City 2 aan als een veel te lang uitgesponnen aflevering uit de serie.
4.0;Police, Adjective;Roemeense film is een taalkundige overpeinzing vermomd als politiethriller.
2.5;Life During Wartime;Todd Solondz komt ruim tien jaar na dato met een vervolg op zijn bejubelde zwarte komedie Happiness. Creatieve armoede? Niet helemaal, maar ook niet helemaal niet.
4.0;Ajami;Gewelddadig, maar zeer effectief debuut geeft een somber en beklemmend beeld van het Midden-Oosten.
1.5;A Nightmare on Elm Street;Zestien jaar na het origineel heeft Samuel Bayer een remake gemaakt van A Nightmare on Elm Street. Zijn zinloze versie doet afbreuk aan de vermakelijke horrorfilm van Wes Craven.
3.0;The Ghost Writer;Polanski heeft een opvallend actuele film gemaakt waarin hij ook een deel van zijn eigen leven verwerkte.
3.0;Demain dès l'Aube;Duelleren als ontsnapping aan de realiteit.
2.5;The Doors: When You're Strange;Matige documentaire over The Doors blijft hangen in oppervlakkige ophemeling van Jim Morrison, jarenzestigclichés en een voice-over vol platitudes van Johnny Depp.
2.0;Streetdance 3D;Dansfilm in 3D is zo slecht dat het bijna vermakelijk wordt.
