stars;title;txt
4.0;Howl's Moving Castle;Helaas niet van hetzelfde niveau als bijvoorbeeld Spirited Away, maar nog steeds een aanrader voor iedereen die ware verbeeldingskracht weet te waarderen
3.5;The Island;De guilty pleasure die we deze zomer eigenlijk nog nodig hadden.
4.0;The Hitchhiker's Guide to the Galaxy;Een geslaagde poging om één van de grappigste boeken ooit te verfilmen.
1.0;The Perfect Man;Zouteloze romkom die functioneert als vehikel voor kindsterretje Hilary Duff.
2.5;ELLektra;Voornamelijk geschikt voor mensen die uit zijn op leedvermaak.
2.0;Valiant;Als één ding duidelijk wordt bij het bekijken van Valiant, is het wel hoe eenzaam Pixar aan de animatie-top staat.
1.5;Mr. and Mrs. Smit;"Met Mr. &amp; Mrs. Smith wordt hopeloos misbruik gemaakt van de sterrenstatus van acteurs en de clementie van het publiek dat zich naar verwachting gewillig in de val laat lokken."
3.0;She Hate Me;Probeert veel ineen te zijn, maar het is een beetje teveel, en ook een beetje te weinig van het goede.
3.5;The Amityville Horror;The Amityville Horror is zeker geen slechte film, maar een klassieker in zijn genre zal het ook nooit worden. Neemt niet weg dat het garant staat voor anderhalf uur pretentieloos vermaak.
4.5;Charlie and the Chocolate Factory;Knappe film van Tim Burton, die zijn eigen universum creëert.
3.5;In Good Company;Uiteindelijk is In Good Company een plezierige film over de problemen van de moderne man, zonder bijster veel om het lijf te hebben.
3.0;Roads to Koktebel;Kleurloze omgevingen vormen het decor van een minimalistisch verhaal over een vader en een zoon.
2.0;Sahara;Dirk Pitt is een weinig opwindend figuur die kijkers niet doet smeken weer terug te keren voor een eventueel vervolg.
1.5;Fantastic Four;Het probleem van Fantastic Four begint al bij het bronmateriaal.
5.0;Ascenseur pour l'échafaud;Een juweeltje, waarin een boeiende misdaadplot met verschillende verhaallijntjes, onvergetelijke beelden en een subtiele politieke subtext schijnbaar moeiteloos tot een compact geheel worden gesmeed.
