stars;title;txt
3.0;12 Strong;Een bijzondere militaire missie, maar te Amerikaans en te Bruckheimer om een diepe indruk achter te laten.
2.0;Marquis de Wavrin;Met prachtige beelden van Amazone-indianen probeert deze docu een Belgische ontdekkingsreiziger aan de vergetelheid te onttrekken.
3.0;Het Leven Is Vurrukkulluk;Het boek dat menig middelbare scholier op zijn leeslijst had staan, is eindelijk verfilmd.
3.5;Downsizing;Matt Damon laat zich vrijwillig verkleinen, maar krijgt niet het droomleven dat hij voor ogen had.
3.0;Maze Runner: The Death Cure;Een vermakelijke afronding van de Maze Runner-trilogie, ondanks de ietwat lange speelduur en klungelende vijanden.
3.0;Médecin de Campagne;François Cluzet moet als plattelandsdokter een stapje terug doen in deze charmante Franse film.
4.0;Darkest Hour;Gary Oldman solliciteert naar een Oscarnominatie in een onderhoudend doch ietwat sentimenteel oorlogsdrama.
3.5;Le Redoutable;Een sprankelende, met energie doordesemde ode aan de revolutionaire filmmaker Jean-Luc Godard.
2.5;4 Hours To Live;Belachelijke John Wick- en Crank-imitatie met goede actiescènes maar dom verhaal.
2.5;Taal Is Zeg Maar Echt Mijn Ding;Bij deze romantic comedy had ik zoiets van: soort van chill en leuk, maar totaal eigenlijk helemáál niet zoals het boek, zeg maar.
2.5;Mesteren;Door de komst van een bijzondere gast begint een Deens kunstimperium scheuren te vertonen, net zoals de film zelf helaas.
3.0;Earth: Een Onvergetelijke Dag;Prachtig en kindvriendelijk natuurgeweld, maar niets meer dan dat.
3.5;All the Money in the World;Het verhaal van een miljardair die het leven van zijn kleinzoon geen miljoenen waard vond.
5.0;Three Billboards Outside Ebbing Missouri;Drie billboards maken een boel los in deze prachtige film met acteurs op de top van hun kunnen.
2.5;Insidious: The Last Key;Niet zo beroerd als je van een vierde deel uit een horrorreeks zou verwachten.
