stars;title;txt
3.0;Dinner for Schmucks;Een aardige komedie die redelijk vermaakt, maar door een hypocriete benadering en te veel flauwe grappen niet helemaal geslaagd is.
1.0;Vampires Suck;Hersenloze film van hersenloze makers. Bezint eer ge je laat uitzuigen.
4.0;The Expendables;Stallone doet de jarentachtig-B-actiefilm herleven in een schaamteloos doch heerlijk nostalgisch feest van herkenning.
2.0;The Last Airbender;M. Night Shyamalans nieuwste film is vooral erg teleurstellend.
4.5;Cold Souls;Tragikomische sciencefiction in de stijl van Charlie Kaufman. Zelfs qua kwaliteitsniveau gaat de vergelijking helemaal op.
2.5;Crime d'Amour;Deze thriller over haat en nijd tussen twee zakenvrouwen weet eerst werkelijk te thrillen, maar vliegt uit de bocht en eindigt als mislukt detectiveverhaal.
2.0;Eastern Plays;Wat al te minimalistische arthousefilm schetst een grauw beeld van het leven in Bulgarije, maar weet daarbij slechts sporadisch te boeien.
3.0;Shocking Blue;Coming-of-agedrama van Mark de Cloe dat zich afspeelt in de tulpenvelden. Sprookjesachtig Nederland.
3.5;Le Refuge;Laatste en minste deel van François Ozons trilogie over de dood.
3.5;Copie Conforme;Juliette Binoche was nog nooit beter als in deze intellectuele verhandeling over origineel en kopie die wel iets te veel op het verstand en te weinig op het hart mikt.
4.0;Step Up 3D;Komisch meesterwerk! Als Ben Stiller een rol had gespeeld.
2.0;Salt;Actiefilm met Angelina Jolie verlangt terug naar de tijd waarin Amerika nog begreep wie de vijand was.
3.0;The Sorcerers Apprentice;Een door Jerry Bruckheimer geproduceerd toverfestijn, waarbij het visuele vuurwerk de personages overschaduwt.
3.5;Predators;Een zeer aardig vervolg op Predator en Predator 2, waarin de mens wederom wordt opgejaagd door een mysterieus wezen.
3.0;Five Minutes of Heaven;Regisseur Oliver Hirschbiegel weet maar al te goed hoe een film beklemmend te maken, maar slaagt er niet in zijn nieuwste prent overtuigend af te ronden.
