stars;title;txt
3.5;"Hunting &amp; Zn.";Gevaar van sleur in relaties pijnlijk herkenbaar gemaakt in Nederlands drama.
3.0;The Lovely Bones;Peter Jackson keert na vier jaar afwezigheid terug in de regisseursstoel met een film die zonder meer opvallend is, maar weinig overtuigend
3.5;Daybreakers;Daybreakers leunt op een fantastisch concept en speelt met verschillende genreconventies. Een matig script gooit net wat roet in het eten.
4.0;The Last Station;Prachtige ensemblefilm van Michael Hoffman is een romantische film pur sang, met een uitblinkende Helen Mirren.
3.5;J'ai Tué Ma Mère;Ambitieus debuut van twintigjarige Canadees is een intrigerend portret van een verstoorde moeder-zoonrelatie, maar neigt naar potsierlijk geschmier..
3.0;Harry Brown;Michael Caine maakt deze clichématige wraakfilm nét de moeite waard met een ijzersterke acteerprestatie.
1.5;Visage;Pretentieus en zeer ontoegankelijk werkje van Tsai Ming-liang is te ondoorgrondelijk en te traag om 140 minuten lang te kunnen boeien.
1.0;Gangsterboys;Bedroevend slechte komedie van Nederlandse bodem is een formulefilm die volledig is toegespitst op een allochtone doelgroep.
4.5;Shutter Island;Scorsese houdt een sfeer van onbehagen vast en plaatst die als last op de schouders van zijn kijker. Aangenaam onaangenaam.
2.0;Nine;Chicago-regisseur Rob Marshall heeft iets weg van het hoofdpersonage uit Nine: beiden zitten vast in een creatieve crisis.
3.0;Tales from the Golden Age;Vakkundig gefilmde Roemeense absurditeiten uit een tijd die nooit meer terugkomt.
3.0;Het Regent Gehaktballen;3D-animatie om van te smullen. Het Regent Gehaktballen is een maaltijd die er prachtig uitziet, maar een beetje flauw smaakt.
2.0;Iep!;Kinderfilm waar zo veel in geknipt werd dat de regisseuse haar handen ervan af trok. En daar is wat voor te zeggen.
3.5;The Wolfman;Een oprechte liefde voor het origineel uit 1941 druipt ervan af, maar Joe Johnstons versie blijft in de schaduw van deze monumentale klassieker staan.
4.0;The Hurt Locker;Een puike actiethriller over Amerikaanse mineurs in Irak die bijna verslaafd zijn aan het demonteren van bommen.
