stars;title;txt
4.0;The Hobbit: The Desolation of Smaug;Het middendeel van een trilogie heeft het vaak lastig. Toch brengt Peter Jackson het er netjes vanaf en doet ons verlangen naar meer. Draak Smaug is de beste filmschurk van 2013.
3.5;Frozen;Een onvervalste Disney.
2.5;Mees Kees op Kamp;De opvolger van de succesvolle familiefilm uit 2012 zoekt het dit keer buiten het klaslokaal.
3.0;Free Birds;Amusante animatiefilm uit Texas, waarbij de Hollandse stemmencast nu eens echt wat toevoegt. Helaas blijft de verbale vaart en humor er niet de volledige anderhalf uur in.
2.0;Finn;Frans Weisz heeft zich gewaagd aan de familiefilm, maar dit pakt niet in alle opzichten geslaagd uit. Finn mist humor en is veel te serieus.
3.5;The Butler;Een opzichtige poging om Oscars binnen te halen is het wel, maar desalniettemin is dit een overtuigend drama over de positie van Afro-Amerikanen in de afgelopen vijftig jaar.
4.0;Inside Llewyn Davis;Een grauwe zwerftocht van de gebroeders Coen door de folkscene in New York begin jaren zestig.
3.0;La Tendresse;Kabbelende, doelloze film over gescheiden echtpaar.
3.5;Tanta Agua;Een verscheurd gezinnetje moet het met elkaar zien uit te houden in een troosteloos vakantiepark waar de regen met bakken uit de lucht komt.
3.0;Ne Me Quitte Pas;Eigenzinnig en tragikomisch portret van Belgische bodem.
2.5;Bros Before Hos;In de basis niet onaardige film lijdt onder goedkope poep-, pies- en kotsgrappen.
2.0;Oldboy;Spike Lees remake van de Koreaanse culthit werd lange tijd met argusogen in de gaten gehouden. Weet zijn versie de critici alsnog te verrassen, of hadden de boze tongen het toch bij het juiste eind
3.0;Homefront;Jason Statham speelt een ex-undercoveragent die zich staande moet zien te houden in een redneck-dorpje vol tuig.
3.0;Mannenharten;Romkom over zes mannen en hun complexe gevoelens. Regisseur Mark de Cloe maakt vooral indruk met de kleine, menselijke scènes.
4.0;0 Feet from Stardom;Fascinerende documentaire laat de muziekgeschiedenis zien vanuit een onbelichte hoek: die van de achtergrondzangeres.
