stars;title;txt
4.0;WWW: What a Wonderful World;Deels stijlvolle misdaadfilm, deels romantische komedie vol slapstick, maar het geheel is gevangen in fantastische beeldtaal.
3.0;Dennis P.;De sympathieke Dennis P. rooft voor zeven miljoen aan diamanten en probeert er mee weg te komen.
3.0;Music and Lyrics;Heb je niets met (een zingende) Hugh Grant dan kun je waarschijnlijk beter thuisblijven.
3.5;Freedom Writers;Als je je door de nodige clichés heen kunt werken, kun je redelijk genieten van een sympathieke feelgood film.
3.0;La Vie En Rose;Helaas had dit portret zoveel beter kunnen zijn als het aangrijpende levensverhaal niet in die onnodige vertelstructuur was gewrongen.
1.0;Hannibal Rising;Alles wat Hannibal Lecter interessant maakte, wordt in Hannibal Rising teniet gedaan.
4.0;"Jimmy Rosenberg - De Vader, de Zoon &amp; het Talent";Een liefdevol en schrijnend portret van een vergooid talent.
2.5;Kicks;Had meer lef mogen hebben om de pretentie van sociaal geëngageerd drama waar te maken.
3.0;The Hitcher;Wonderlijk genoeg valt déze reïncarnatie best goed uit.
4.5;Das Leben der Anderen;Op alle vlakken nagenoeg perfect uitgevoerde speelfilm over een belangrijk onderwerp dat het verdient om verbeeld te worden.
3.0;Tenacious D: The Pick of Destiny;Cultband Tenacious D heeft eindelijk zijn eigen film, maar naast een handvol leuke liedjes valt er verrassend weinig te lachen.
4.0;Deliver Us From Evil;Een aangrijpend portret van een van de ergste pedofiliezaken in de recente Amerikaanse kerkelijke geschiedenis.
2.0;Dreamgirls;Dreamgirls is de filmadaptatie van een Broadwaymusical over de doorbraak van een zwarte zangeressengroep in de jaren zestig.
4.0;Notes on a Scandal;Judi Dench is fenomenaal als een slinkse, ietwat psychotische oude vrouw.
4.5;12:08 East of Bucharest;Hilarisch portret van een drietal mannen in Roemenië.
