stars;title;txt
3.0;The Milk of Sorrow;Deze winnaar van de Gouden Beer in Berlijn heeft een bijzonder vreemd uitgangspunt, maar ontpopt zich tot een degelijk, weinig spectaculair portret van een Peruaanse vrouw.
2.0;De Hel van '63;Matige verfilming van de helse Elfstedentocht van 1963 komt gedateerd en knullig over, ondanks de goede bedoelingen van de makers.
4.5;Avatar;Avatar: een nieuw begrip in de filmgeschieden
4.0;Brothers;Amerikaanse remake van de film van Susanne Bier blijft onverminderd actueel en schetst een uitstekend beeld van wat oorlog met mensen kan doen.
3.0;Nothing Personal;Winnaar van het Gouden Kalf voor beste film is een minimalistisch portret van een Nederlandse vrouw die vlucht naar het Ierse platteland om haar beëindigde relatie te verwerken.
3.5;Fresh Air;Een visuele tour de force omlijst een klein drama over de mislukte levens van twee vrouwen in een (ogenschijnlijk) kleurloos voorstadje van Boedapest.
2.0;Law Abiding Citizen;Opmerkelijk sadistische thriller wil iets zeggen over de morele dilemmas van het rechtssysteem, maar schiet daarin ernstig tekort.
4.0;The Limits of Control;De nieuwste Jim Jarmusch zou best wel eens een lege stijloefening kunnen zijn, maar net zo goed een betekenisvolle film. De stijl zelf is hoe dan ook prachtig.
4.5;Precious;Zeer intense en ongemakkelijke film geeft een stem aan de zwarte Amerikaanse onderklasse, een groep waar we veel over horen en lezen, maar veel te weinig van zien.
1.5;Ninja Assassin;Ninja Assassin ziet er soms uit als een film voor achttien jaar en ouder, maar blijft aanvoelen als een sof voor alle leeftijden.
2.5;The Cove;De winnaar van de publieksprijs op het IDFA 2009 toont ons gruwelijke beelden van dolfijnenjacht in een matige, maar noodzakelijke documentaire.
4.0;Capitalism: A Love Story;Michael Moore valt het kapitalisme aan in zijn nieuwste documentaire, die een stuk geslaagder is dan zijn vorige twee films.
4.5;Komt Een Vrouw bij de Dokter;Liefde en vreemdgaan in tijden van kanker. Een prachtige doch veilige boekverfilming. Vergeet Turks Fruit, hier is Komt Een Vrouw bij de Dokter.
3.5;Paranormal Activity;Oren Peli bewijst dat je ook met $11.000 een heerlijke filmervaring kan creëren, die veel Hollywoodhorrors overtreft. Saw VI eat your heart out!
3.5;John Rabe;Reconstructie van het beleg van Nanking, vlak voor de Tweede Wereldoorlog, moet het vooral hebben van zijn voorbeeldige hoofdrolspeler Ulrich Tukur.
