stars;title;txt
2.0;47 Ronin;Keanu Reeves loopt er maar verloren bij in dit bloedeloze niemendalletje.
3.0;Nymphomaniac (I);Alle ophef blijkt nogal overtrokken bij het zien van de nieuwe Von Trier. De film bevat voor een drama over een nymfomane ondanks confronterend naakt opvallend weinig expliciete seks.
4.0;Doctor Zhivago;Weelderige productie van David Lean naar het boek van Boris Pasternak.
2.5;Mandela: Long Walk to Freedom;Met het heengaan van Mandela nog vers in het geheugen is de timing van zijn biopic op zijn minst opmerkelijk. Hij had alleen een veel betere film verdiend.
3.0;Last Vegas;Een droomcast zoals die van Last Vegas kun je bij wijze van spreken het telefoonboek laten voorlezen en dan is het nog interessant. Toch had er hier nog wat meer in gezeten.
3.0;Avant lHiver;Man met penopauzeverschijnselen zorgt voor een mix van drama en thriller.
4.0;Samsara;Een overdonderende visuele beleving in de trant van de Qatsi-trilogie. Een caleidoscopische blik op al het moois dat onze planeet en mensheid te bieden heeft.
3.5;In Bloom;De puberteit van Georgië gezien door de ogen van twee vriendinnen in dezelfde levensfase.
2.0;Amazonia;Gekunstelde natuurdocumentaire van Franse makelij over een kapucijneraap die het moet zien te rooien in het gigantische Amazonegebied.
5.0;Modern Times;Opgepoetste versie van een van Chaplins meesterwerken vol sociale satire, gevoel en uiteraard humor.
2.0;Tarzan;Teleurstellende, formele en overgedramatiseerde adaptatie van Tarzan.
4.0;Saving Mr. Banks;Emma Thompson en Tom Hanks laten zich van hun beste kant zien in deze boeiende blik achter de schermen van Mary Poppins.
4.0;Soof;Ontmoet de Nederlandse Bridget Jones.
4.0;The Lunchbox;Een nieuw bewijs dat de Indiase cinema een opmars aan het maken is.
3.0;Il Futuro;Italiaans drama over de bijzondere band tussen een ouderloos meisje en een uitgerangeerde, blinde B-acteur. Het blijkt lastig meeleven met de hoofdpersoon.
