stars;title;txt
5.0;Wall-E;Met prachtige animatie legt Pixar de lat voor 3D-animatiefilms weer eens hoger.
5.0;The Dark Knight;The Dark Knight is de beste stripverfilming tot nu toe en een van de betere misdaadfilms van dit decennium.
3.0;Stop-Loss;Matige veteranenfilm die niet veel nieuws biedt wat betreft de behandeling van de problemen van de terugkerende soldaat.
3.5;The Strangers;Dood- en doodeng, maar minstens zo vaak verraadt een knullige uitvoering dat het toch echt een debuutfilm betreft.
3.0;Comandante;Persoonlijk en experimenterend gaat Oliver Stone Fidel Castro te lijf, maar belandt onherroepelijk bij hem op schoot.
3.5;Mamma Mia! The Movie;Leuke verfilming van de gelijknamige musical met alle grote ABBA-hits.
3.5;De Brief voor de Koning;De griffel der griffels: verfilmd.
4.5;La Noche de los Girasoles;Eén misdaad brengt een toevallige groep mensen bij elkaar in een spiraal van dramatische ontwikkelingen.
4.5;Breat;Een ingetogen en uniek pareltje waarmee Kim Ki-duk weer bewijst een meesterlijke verhalenverteller te zijn.
2.5;Hancock;Goed idee dat slecht uitgewerkt wordt en zijn potentie allerminst benut.
3.5;Kung Fu Panda;Voorspelbare, maar prima te genieten geanimeerde kungfufilm met dieren in de hoofdrol.
3.0;Forgetting Sarah Marshall;Een niet helemaal geslaagde relatiekomedie.
4.0;Dialogue Avec Mon Jardinier;Een warm relaas over vriendschap, schilderkunst en de liefde voor groente
2.0;Then She Found Me;Een zelfvoldane komedie over rammelende eierstokken op leeftijd.
3.0;Pudor;Een Spaans gezin krijgt binnen het tijdsbestek van slechts enkele dagen een ware vloedgolf aan ellende te verwerken.
