stars;title;txt
4.0;The Domino Effect;Spannend Nederlands drama met indrukwekkende cast over de internationale gevolgen van de economische crisis.
4.0;De Marathon;Van deze oude verstokte Rotterdammers die de marathon willen lopen om hun hachje te redden ga je ogenblikkelijk houden.
2.0;"Asterix &amp; Obelix bij de Britten";s Werelds bekendste Galliërs keren terug voor een clichématige herhalingsoefening in Groot-Brittannië.
4.0;Dredd;Een goede rol van Karl Urban en keiharde actie maken van Dredd een geslaagde nieuwe verfilming van de strip.
4.0;Dans la Maison;Wat is echt? Regisseur Ozon weet continu zijn kijker op geraffineerde wijze op het verkeerde been te zetten.
3.0;The Campaign;Politieke satire is een uitputtingsslag tussen twee rivaliserende senaatskandidaten waarbij alles geoorloofd is. Helaas gaan de scherpe toon en vaart er gaandeweg uit.
2.0;Alleen Maar Nette Mensen;Twijfelachtige humor en voor de hand liggende stereotypes kenmerken deze op jongeren gerichte boekverfilming.
1.5;A Few Best Men;Engelse bruiloftsfilm leent het scenario van The Hangover, maar dan zonder de humor.
4.0;Little Black Spiders;Intens en dromerig drama over het lot van zwangere meisjes in het katholieke Vlaanderen eind jaren zeventig. Ongrijpbaar en invoelbaar tegelijk.
2.5;Ik Wil Graag Honderd Worden;Repetitieve documentaire over het bijzondere muzikale leven van dirigent, organist en klavecimbelspeler Ton Koopman en zijn relatie met zijn vrouw Tini Mathot.
3.0;Tinker Bell: Het Geheim van de Vleugels;De doelgroep van jonge meisje wordt volledig in de watten gelegd met de kleurrijke personages en magische werelden. In die opzet is dit vijfde Tinker Bell-deel uitstekend geslaagd.
2.0;The Battle;Deel drie in de Mijn Vader Is een Detective-reeks sleept er een talentenjacht bij om de kids te vermaken. Het is een rommeltje geworden dat niet kan kiezen tussen twee verhaallijnen.
2.0;Resident Evil: Retribution;Milla Jovovich neemt het voor de vijfde keer op tegen hordes bloeddorstige zombies in het nieuwste deel van de populaire actiefranchise.
3.0;Silent City;Het welbekende Lost in Translation-gevoel in een constante geur van vis.
4.0;Bachelorette;Wanneer het dikkerdje van een vriendinnengroep als eerste gaat trouwen, breekt de hel los.
