stars;title;txt
4.0;Waiting for the clouds;Een ontroerend drama van Turkse bodem, dat bovendien heel wat mooie plaatjes bevat.
4.5;A History of Violence;David Cronenberg, de Canadese meester van de body-horror, legt in zijn nieuwste film de ingebakken gewelddadigheid van de mens bloot.
2.5;Flightplan;Overtuigend spel van Jodie Foster, maar bevat een bespottelijke finale.
1.5;Doom;Biedt bijna niets van de zaken die de game zo populair maken.
3.5;L'Enfant;Valt een beetje tegen, maar bevat wel wat hoogstandjes.
1.5;The Devil's Rejects;Nieuw boegbeeld van wansmaak.
3.5;Elizabethtown;Elizabethtown is een film met een aantal gebreken, maar daarnaast valt er ook aardig wat te genieten
4.5;Corpse Bride;Tim Burton maakt met dit fantasierijke sprookje een van de beste films van zijn carrière.
4.5;Lord of War;Een gitzwarte satire die met scherp schiet en maar zelden mist.
4.0;Oliver Twist;Magisch.
4.0;The Big White;Aangename zwarte komedie die voldoende ruggengraat bezit om op zichzelf te staan.
2.5;La Niña Santa;Zowel het verhaal als de manier van filmen heeft een bevreemdende uitwerking, maar van een emotionele impact is geen sprake.
3.0;The Legend of Zorro;De kwaliteit van de eerste film wordt op bijna geen enkel front gehaald, maar is toch aangenaam.
4.0;Paradise Now;Schetst een portret van twee mannen in een crisis, en doet dat uitstekend.
4.0;Cras;Zelden was een soap zo effectief.
