stars;title;txt
4.5;The Prestige;Fascinerend van begin tot eind.
3.5;Paprika;Door de wat vlakke en afstandelijke personages mist Paprika de spanning die het zou moeten hebben, maar door prachtige animaties en een inventieve droomsequentie is de film de moeite waard.
4.0;Eagle vs Shark;Een unieke en aandoenlijke komedie, vol droge humor.
3.0;Ten Canoes;De beelden beklijven, maar als ode aan de orale cultuur van de oorspronkelijke bewoners van Arnhemland is het wel een erg mager.
2.0;Pursuit of Happyness;Hoe goedbedoeld ook, het is vooral zelfverheerlijkende stroop.
2.0;Smokin' Aces;Wil je een domme, lawaaierige actiefilm maken voor mensen met een wapenfetisj? Prima. Maar bespaar ons dan het moralistische gemekker.
4.0;Red Road;Veelbelovend debuut van Andrea Arnold.
2.0;IFFR 07 - Les anges exterminateurs;Pretentieuze, quasi-filosofische maar nooit echt interessante softporno.
2.5;Arthur and the Minimoys;Godzijdank is het geheel toch nog een beetje de moeite waard door de voor Besson oh zo herkenbare ironische humor.
5.0;Exiled;Fris, spectaculair en zelfs humoristisch.
4.0;Murc;"Een fascinerende hommage aan een grootse editor en het onderbelichte montagevak, inclusief tips &amp; trucs."
3.5;Little Children;Minder dedain en meer compassie voor de onderwerpen van de film waren welkom geweest.
4.0;Blood Diamond;Razend spannende film met een indrukwekkende boodschap.
2.0;Nacho Libre;Overdaad schaadt.
2.5;Lonely Hearts;Matige genrefilm met pretenties die niet waargemaakt worden.
