stars;title;txt
4.0;Shes Funny That Way;Een callgirl, een psychiater en een overspelige toneelgroep raken verwikkeld in een even vermakelijke als vergezochte klucht.
4.0;Güeros;Mooi menselijk Mexicaans jongerendrama werd op de Berlinale uitgeroepen tot beste speelfilmdebuut.
1.5;Valley of Love;Frans drama over rouwverwerking doet nauwelijks eer aan de hereniging van sterren Isabelle Huppert en Gérard Depardieu.
2.0;Rio, I Love You;De derde in de reeks lofzangen op wereldsteden valt het meest tegen. Van zon, zee, strand en samba zou je toch wat meer passie verwachten.
4.0;Mr. Holmes;Schitterende en sterk geacteerde karakterschets van s werelds beroemdste detective.
2.0;Self/Less;Een terminaal zieke Ben Kingsley ruilt met het lichaam van een vitale Ryan Reynolds. De ongeloofwaardigheid van dit gegeven is nog het minste probleem in de nieuwe Tarsem Singh.
1.0;The Gallows;Vijf redenen waarom horrormakers de 'found footage'-hype zo snel mogelijk de rug toe moeten keren.
3.0;Every Thing Will Be Fine;Wim Wenders is terug van weggeweest met dit visueel bijzondere drama over de gevolgen van een noodlottig ongeluk.
3.5;De Reünie;Verleden en heden lopen door elkaar in deze degelijke thriller van Nederlandse bodem.
3.5;The Duke of Burgundy;Ode aan de softerotische films van de jaren zeventig waarin sm op geslaagde manier wordt voorzien van een artistiek tintje.
3.0;What We Did On Our Holiday;Luchtige en amusante familiekomedie over het ophouden van de schijn. Met een glansrol voor Billy Connolly.
5.0;Inside Out;Pixars nieuwste is niets minder dan een meesterwerk.
1.5;Beestenboot;Flauwe, inspiratieloze animatiefilm over twee diersoorten die dreigen uit te sterven omdat ze niet mee mogen op de Ark van Noach.
2.0;Terminator: Genisys;Hollywood op zn slechtst.
4.0;La Isla Mínima;Het surrealistische moerasgebied in Andalusië is één van de hoofdfiguren in deze prachtig geschoten, intelligente misdaadthriller rondom de verdwijning van twee zussen.
