stars;title;txt
2.5;Het Bestand [Telefilm];Met een stage bij een groot beveiligingsbedrijf begeeft hacker Lilian zich in het hol van de leeuw.
3.0;The Boss Baby;Herkenbare gezinssituaties in de nieuwe animatiefilm van Dreamworks, maar vooral lol met het maffe uitgangspunt.
4.0;Hotel de Grote L;Plezierige familiefilm naar het jeugdboek van Sjoerd Kuyper, waarin kinderen zich ontfermen over het hotel van hun vader.
3.0;"Fast &amp; Furious 8";Aardig achtste deel in de reeks mist enigszins de levensvreugde van de vorige drie delen.
3.5;Bram Fischer;Ietwat brave maar vaardig gemaakte film over de advocaat die Nelson Mandela verdedigde.
3.5;Their Finest;Heerlijk cinefiele oorlogspropaganda vanuit een feministisch standpunt.
4.0;Lady Macbet;Duistere cocktail van seksuele drift en moordzucht, gesitueerd op het platteland in de negentiende eeuw.
1.5;Rester Vertical;Regisseur Alain Guiraudie provoceert met het tonen van geslachtsdelen, maar maakt inhoudelijk geen punt met zijn Franse arthousefilm.
4.0;Waiting for Giraffes;Een fascinerende docu over de pogingen om de enige dierentuin in Palestina te professionaliseren.
3.5;0,03 Seconde;Olympisch zwemmen is afzien. Een intrigerende docu over onze Hollandse zwemmers op weg naar Rio.
3.5;Vind Die Domme Trut en Gooi Haar in de Rivier [Telefilm];Felrealistisch drama over escalerende spanningen bij een groep jongeren.
3.0;Going in Style;Drie bejaarde heren beramen een bankroof. Aan Michael Caine, Morgan Freeman en Alan Arkin kun je je moeilijk een buil vallen.
4.0;Denial;Onverwachts relevant rechtbankdrama over Holocaustontkenning stelt de vraag: hoe bevecht je onredelijkheid
3.0;Monk;Sympathiek en eigenzinnig speelfilmdebuut met een eersteklas rol van Teun Stokkel als de hypochondrische, vroegwijze puber Monk.
2.5;Glory;Een goudeerlijke spoorwegman vindt een grote tas met geld en wordt als held onthaald in dit gammele Bulgaarse drama.
