stars;title;txt
3.5;Zombie: The Resurrection of Tim Zom;Rauw portret van een Rotterdamse skateboarder.
3.5;Supercondriaque;Aanstekelijke over-de-topkomedie over hypochondrie.
2.0;La Bande à Picasso;Deels biografie en deels misdaadkomedie, maar op geen van beide vlakken overtuigend.
1.5;A Haunted House ;Nog net geen amateurporno.
3.0;Sacro GRA;Documentaire over de microwerelden rondom de ringweg van Rome. Het zijn fascinerende flarden, maar helaas zonder echte samenhang.
3.0;Moebius;Verplicht voer voor mensen met een obsessie voor freudiaanse thematiek, stevige afrader voor gevoelige kijkers.
3.5;Bad Neighbours;Deze amusante komedie over een vet aangezette burenruzie laat een geslaagde combinatie van verbale humor en slapstick zien. Bij vlagen plat, maar wel met een hart.
3.0;Muppets Most Wanted;De poppen van Jim Henson keren terug in dit ietwat tegenvallende vervolg op de herstart van de franchise in 2011.
2.0;Brick Mansions;De laatste volledige speelfilm van Paul Walker is een remake van het Franse Banlieu 13. Het verhaaltje is beledigend simpel en de actie te wild gemonteerd.
2.5;The Face of Love;Verliefd worden op de dubbelganger van je overleden geliefde: een perfect uitgangspunt voor interessant drama, maar The Face of Love haalt er niet uit wat erin zit.
3.5;The Weight of Elephants;Een prachtig gefilmd drama over eenzame jeugd, dat ondanks zijn oprechte bedoelingen wat vastloopt in zijn eigen verhaal.
3.5;Tracks;Intrigerend portret van Robyn Davidson die in 1977 met steun van National Geographic met een hond en vier dromedarissen door de Australische woestijn trok.
3.5;Casse-tête Chinois;Vrolijke, luchtige en komische film over het veertigersdilemma.
2.5;The Quiet Ones;Het van twee walletjes eten gaat The Quiet Ones prima af, maar veel meer dan dat heeft de film niet te bieden.
3.5;Anni Felici;De seksuele revolutie en verandering van de maatschappij gezien door de ogen van een Italiaans kind.
