stars;title;txt
3.0;Race;De biopic over atleet Jesse Owens heeft een slechte start, maar komt vervolgens alsnog goed op dreef.
4.0;Liza, the Fox-Fairy;Eenzame verpleegster zoekt prins op het witte paard, maar wordt geteisterd door de geest van een Japanse popster. Heerlijk eigenaardig Hongaars sprookje.
3.5;A Long and Happy Life;Een fatalistische Russische neowestern.
2.5;High-Rise;Niet geheel geslaagde futuristische thriller, met mooie architectuur.
2.5;Independence Day: Resurgence;Voor vervolgen geldt dat ze groter en beter dan hun voorganger moeten zijn. Groter dan zijn voorganger is dit vervolg op Independence Day in ieder geval wel.
4.0;Een Man die Ove Heet;Ove is een stuk chagrijn die iedereen graag op de regels en hun tekortkomingen wijst. Deze verfilming van de Zweedse bestseller excelleert door hoofdrolspeler Rolf Lassgård
2.0;Central Intelligence;Triest maar waar: de meest gevatte grap is de tekst op de poster.
2.5;Ninja Turtles: Out of the Shadows;Beter dan het vorige deel, maar een overvolle bende dankzij een overdosis schurken en fanvleierij.
3.0;A Hologram for the King;Vertegenwoordiger Alan Clay heeft wat te bewijzen in Saoedi-Arabië en gaat het eens even helemaal anders doen. Wanhoop, verwarring en misverstanden gooien roet in het eten.
2.0;Me Before You;Romantisch drama tussen een verlamde man en zijn verzorger is bij vlagen charmant, maar springt onzorgvuldig om met zijn beladen thema.
5.0;Early Summer;Eén van Ozu's grootste tragikomische meesterwerken, prachtig gerestaureerd.
3.0;Now You See Me ;De tweede keer is een goocheltruc helaas niet meer verrassend, maar misschien nog steeds boeiend genoeg om ernaar te kijken.
3.5;Maggies Plan;Maggie wil een kind. Eventueel met een man erbij.
3.5;The Conjuring ;Een flinke zit, maar een geslaagd vervolg dat je een paar keer goed uit je stoel laat springen.
2.0;Les Ogres;Er is een boel aan de hand in een vrijzinnig, rondtrekkend theatergezelschap. Harmonie en chaos met een knipoog naar het losbandige werk van Fellini.
