stars;title;txt
3.0;Dalecarlians;Als de Stockholmse Mia na lange tijd haar geboortestreek weer bezoekt en geconfronteerd wordt met haar ouders en beide zussen, levert dat een enerverende botsing op.
3.0;"Pride &amp; Prejudice";Een meesterwerk is het niet, maar het kan een avondje menstrueren op de bank vast erg verlichten.
3.0;Red Eye;Vier jaar na 9/11 weet Craven een totaal nieuwe wending te geven aan wat je allemaal met een vliegtuig kunt doen.
3.0;Cinderella Man: A Fighter's Tale;Een warme feelgoodfilm volgens Amerikaanse traditie.
3.0;Anshi (The Hunter/Okhotnik);Zelfs als de film in de veel te lange epiloog maar wat ronddreutelt kun je je nog verwonderen over de grootsheid van dit niemandsland.
3.5;Lemming;Uiteindelijk is de film net zo mysterieus of oppervlakkig als je hem zelf wilt maken.
4.5;Sophie Scholl;De strijd die wordt geleverd tussen het vrije denken en het totalitarisme, tussen de rede en de waanzin, het individu en de massa, mondt uit in een aangrijpend einde.
2.5;Land of the Dead;Heeft zijn publiek op die manier weinig exclusiefs meer te bieden.
4.5;Manderlay;"Deel twee van Von Triers USA-trilogie is wederom een film die zich niet zomaar laat wegwuiven; van het sluitstuk, Wasington, mogen we straks hetzelfde verwachten."
3.0;The Dukes of Hazzard;De stunts zijn eersteklas en Jessica Simpsons acteerwerk is voor een film als deze alleszins acceptabel.
2.0;A Sound of Thunder;Vervalt helaas al snel in het gebruikelijk ren- en schietwerk.
4.0;Last Days;Wou je altijd al een reisje maken naar een totaal afgelegen boeddhistisch klooster en wil je daar best een chronisch vermoeide sluitspier voor riskeren? Reserveer je kaartje alvast.
3.0;Wedding Crashers;Wedding Crashers is onevenwichtig en flauw, maar ook grappig genoeg om hem eens uit de rekken van je videotheek te trekken.
4.0;Mysterious Skin;Goed geconstrueerd, bevat krachtige beeldtaal, dringt diep door en laat genoeg ruimte voor overpeinzing.
3.0;The Jacket;Na een intrigerend begin zakt de film halverwege jammer genoeg behoorlijk in.
