stars;title;txt
3.0;The Fury of a Patient Man;Sporadisch spannende Spaanse wraakthriller.
4.0;Howards End;Het ultieme Britse standendrama netjes opgepoetst.
4.0;La Chana;Simpele maar effectieve een mooie documentaire over danseres 'La Chana' en de kracht van flamenco.
1.5;Baywatc;Het verbazingwekkendste aan deze reboot is het extreem lage vetpercentage van de afgetrainde Zac Efron.
4.0;Daughters of the Dust;Gerestaureerde versie van vergeten moderne klassieker, ontroerend en complex.
2.0;Pirates of the Caribbean: Salazar's Revenge;Deze 'greatest hits'-compilatie van de franchise is helaas samengesteld uit matige covers.
4.0;King of the Belgians;King of the Belgians schetst de onbenulligheid van een leider in een heerlijke absurdistische komedie.
3.5;The Sense of an Ending;Verfilming van Julian Barnes' bestseller is een levensecht drama over herinneringen, familiegeheimen en verbroken liefdesrelaties.
2.0;Dubbelspel;Boordevol potentie en prachtige personages, maar soapachtig in beeld gebracht met een meanderend script.
3.5;Alien: Covenant;Presequel die het beste van Alien vertroebelt met de problematiek van Prometheus.
2.0;À Bras Ouverts;Een linkse intellectueel wordt opgezadeld met een stereotiep Romagezin. Er zullen vast mensen zijn die dat hilarisch vinden.
4.0;Little Men;Een ruzie tussen volwassenen heeft grote gevolgen voor de vriendschap tussen twee jonge jongens in Brooklyn.
3.0;A Dog's Purpose;Doorsnee familiefilm die ondanks een naïef en superzoet verhaal best charmant is.
2.0;Un Sac de Billes;Wie Schindler's List en La Vita è Bella van kitsch beticht, mag z'n woorden inslikken. Zó ziet Holocaustkitsch eruit!
3.5;The Teacher;Treffend portret van een samenleving gebukt onder corruptie en angst, via een lerares die de ouders van haar leerlingen chanteert.
